name,category,lat,lon,height_m
75,POWER_PYLON,24.966138,93.876296,40.0
74,POWER_PYLON,24.963609,93.875112,40.0
73,POWER_PYLON,24.960996,93.873919,40.0
72,POWER_PYLON,24.958331,93.872678,40.0
71,POWER_PYLON,24.955757,93.871488,40.0
70,POWER_PYLON,24.953587,93.870463,40.0
69,POWER_PYLON,24.950644,93.869119,40.0
68,POWER_PYLON,24.948206,93.869158,40.0
67,POWER_PYLON,24.945238,93.869234,40.0
66,POWER_PYLON,24.942379,93.869281,40.0
65,POWER_PYLON,24.939566,93.869316,40.0
64,POWER_PYLON,24.936712,93.869375,40.0
63,POWER_PYLON,24.933959,93.869434,40.0
62,POWER_PYLON,24.931175,93.869504,40.0
61,POWER_PYLON,24.928388,93.869571,40.0
60,POWER_PYLON,24.925670,93.869640,40.0
59,POWER_PYLON,24.922255,93.869736,40.0
58,POWER_PYLON,24.919371,93.869805,40.0
57,POWER_PYLON,24.916334,93.869899,40.0
56,POWER_PYLON,24.913819,93.870023,40.0
55,POWER_PYLON,24.911993,93.870104,40.0
54,POWER_PYLON,24.909300,93.870229,40.0
Pylon 10064421815,POWER_PYLON,24.768728,93.915984,40.0
Pylon 10064421816,POWER_PYLON,24.770790,93.915380,40.0
53,POWER_PYLON,24.906118,93.870385,40.0
52,POWER_PYLON,24.903236,93.870535,40.0
51,POWER_PYLON,24.900474,93.870699,40.0
50,POWER_PYLON,24.897711,93.870868,40.0
49,POWER_PYLON,24.894502,93.871094,40.0
48,POWER_PYLON,24.891795,93.871283,40.0
47,POWER_PYLON,24.888006,93.871547,40.0
46,POWER_PYLON,24.884838,93.871770,40.0
45,POWER_PYLON,24.881547,93.872006,40.0
44,POWER_PYLON,24.878902,93.871804,40.0
43,POWER_PYLON,24.875929,93.871592,40.0
42,POWER_PYLON,24.872680,93.871358,40.0
41,POWER_PYLON,24.869838,93.871155,40.0
40,POWER_PYLON,24.867065,93.871097,40.0
39,POWER_PYLON,24.864352,93.871026,40.0
Pylon 10064442106,POWER_PYLON,24.857103,93.880116,40.0
Pylon 10064442107,POWER_PYLON,24.854419,93.879558,40.0
Pylon 10064442108,POWER_PYLON,24.851495,93.878944,40.0
Pylon 10064442109,POWER_PYLON,24.848504,93.878332,40.0
Pylon 10064442110,POWER_PYLON,24.845693,93.877745,40.0
Pylon 10064442111,POWER_PYLON,24.856781,93.878803,40.0
Pylon 10064442112,POWER_PYLON,24.853938,93.878209,40.0
Pylon 10064442113,POWER_PYLON,24.851628,93.876940,40.0
Pylon 10064442114,POWER_PYLON,24.850385,93.875422,40.0
Pylon 10064442115,POWER_PYLON,24.848959,93.873721,40.0
Pylon 10064442116,POWER_PYLON,24.846826,93.873683,40.0
442,POWER_PYLON,24.787222,93.781448,40.0
443,POWER_PYLON,24.787224,93.784691,40.0
444,POWER_PYLON,24.785838,93.789473,40.0
445,POWER_PYLON,24.783664,93.792083,40.0
446,POWER_PYLON,24.781316,93.794953,40.0
447,POWER_PYLON,24.777262,93.797316,40.0
448,POWER_PYLON,24.774987,93.800164,40.0
449,POWER_PYLON,24.772944,93.802664,40.0
450,POWER_PYLON,24.771061,93.805035,40.0
451,POWER_PYLON,24.769059,93.807490,40.0
452,POWER_PYLON,24.766875,93.808048,40.0
453,POWER_PYLON,24.765457,93.810655,40.0
454,POWER_PYLON,24.763901,93.813533,40.0
455,POWER_PYLON,24.764914,93.817124,40.0
456,POWER_PYLON,24.765854,93.820557,40.0
457,POWER_PYLON,24.766802,93.823974,40.0
458,POWER_PYLON,24.767686,93.827378,40.0
459,POWER_PYLON,24.767907,93.829985,40.0
Pylon 10064454273,POWER_PYLON,24.724387,93.816858,40.0
Pylon 10064454274,POWER_PYLON,24.726071,93.813659,40.0
Pylon 10064454275,POWER_PYLON,24.727713,93.810440,40.0
Pylon 10064454276,POWER_PYLON,24.729374,93.807232,40.0
Pylon 10064454277,POWER_PYLON,24.731043,93.804032,40.0
Pylon 10064454278,POWER_PYLON,24.732624,93.800958,40.0
Pylon 10064454279,POWER_PYLON,24.734176,93.797986,40.0
Pylon 10064454280,POWER_PYLON,24.735601,93.795296,40.0
Pylon 10064454281,POWER_PYLON,24.737129,93.792188,40.0
Pylon 10064454282,POWER_PYLON,24.739553,93.791198,40.0
Pylon 10064454283,POWER_PYLON,24.742807,93.793590,40.0
Pylon 10064454284,POWER_PYLON,24.743280,93.796924,40.0
Pylon 10064454285,POWER_PYLON,24.743774,93.800245,40.0
Pylon 10064454286,POWER_PYLON,24.744283,93.803764,40.0
Pylon 10064454287,POWER_PYLON,24.744773,93.807420,40.0
Pylon 10064454288,POWER_PYLON,24.745328,93.811175,40.0
Pylon 10064454289,POWER_PYLON,24.743733,93.814144,40.0
Pylon 10064454290,POWER_PYLON,24.742140,93.817247,40.0
Pylon 10064454291,POWER_PYLON,24.740561,93.820198,40.0
Pylon 10064454292,POWER_PYLON,24.740922,93.823580,40.0
Pylon 10064454293,POWER_PYLON,24.741280,93.826954,40.0
Pylon 10064454294,POWER_PYLON,24.741643,93.830431,40.0
Pylon 10064454295,POWER_PYLON,24.744208,93.832287,40.0
Pylon 10064454296,POWER_PYLON,24.747250,93.832139,40.0
Pylon 10064454297,POWER_PYLON,24.750176,93.831973,40.0
Pylon 10064454298,POWER_PYLON,24.753364,93.833373,40.0
Pylon 10064454299,POWER_PYLON,24.756648,93.834864,40.0
Pylon 10064454300,POWER_PYLON,24.759341,93.836061,40.0
Pylon 10064454301,POWER_PYLON,24.762047,93.837241,40.0
Pylon 10064454302,POWER_PYLON,24.775766,93.876087,40.0
Pylon 10064454303,POWER_PYLON,24.772727,93.876240,40.0
Pylon 10064454304,POWER_PYLON,24.770784,93.874319,40.0
Pylon 10064459651,POWER_PYLON,24.756764,93.865833,40.0
Pylon 10064459652,POWER_PYLON,24.756774,93.863937,40.0
Pylon 10064459653,POWER_PYLON,24.755720,93.861043,40.0
Pylon 10064459654,POWER_PYLON,24.756046,93.872426,40.0
Pylon 10064459655,POWER_PYLON,24.754843,93.869738,40.0
Pylon 10064459656,POWER_PYLON,24.752098,93.864481,40.0
Pylon 10064459657,POWER_PYLON,24.750923,93.860474,40.0
Pylon 10064459658,POWER_PYLON,24.758560,93.876441,40.0
Pylon 10064459659,POWER_PYLON,24.757008,93.875320,40.0
Pylon 10064459660,POWER_PYLON,24.755298,93.873220,40.0
Pylon 10064459661,POWER_PYLON,24.753469,93.870766,40.0
Pylon 10064459662,POWER_PYLON,24.751696,93.868389,40.0
Pylon 10064459663,POWER_PYLON,24.751554,93.865031,40.0
Pylon 10064459664,POWER_PYLON,24.752034,93.862241,40.0
Pylon 10064459665,POWER_PYLON,24.749779,93.859720,40.0
Pylon 10064459666,POWER_PYLON,24.748166,93.856976,40.0
Pylon 10064459667,POWER_PYLON,24.746739,93.854544,40.0
Pylon 10064459668,POWER_PYLON,24.776090,93.873931,40.0
Pylon 10064459669,POWER_PYLON,24.773726,93.874349,40.0
Pylon 10064459670,POWER_PYLON,24.770608,93.871104,40.0
Pylon 10064459671,POWER_PYLON,24.769196,93.868655,40.0
Pylon 10064459672,POWER_PYLON,24.770233,93.866093,40.0
Pylon 10064459673,POWER_PYLON,24.772829,93.863918,40.0
Pylon 10064459674,POWER_PYLON,24.776190,93.865093,40.0
Pylon 10064459675,POWER_PYLON,24.779066,93.863931,40.0
Pylon 10064459676,POWER_PYLON,24.781910,93.862751,40.0
Pylon 10064459677,POWER_PYLON,24.784794,93.861584,40.0
Pylon 10064459678,POWER_PYLON,24.787679,93.860404,40.0
Pylon 10064459679,POWER_PYLON,24.777321,93.873033,40.0
Pylon 10064459680,POWER_PYLON,24.774427,93.873222,40.0
Pylon 10064459681,POWER_PYLON,24.772409,93.871238,40.0
Pylon 10064459682,POWER_PYLON,24.770161,93.869105,40.0
Pylon 10064459683,POWER_PYLON,24.780298,93.871244,40.0
Pylon 10064459684,POWER_PYLON,24.778784,93.872141,40.0
Pylon 10064459685,POWER_PYLON,24.777332,93.872412,40.0
Pylon 10064459686,POWER_PYLON,24.775930,93.872694,40.0
Pylon 10064459687,POWER_PYLON,24.773813,93.870733,40.0
Pylon 10064459688,POWER_PYLON,24.771704,93.868842,40.0
Pylon 10064459689,POWER_PYLON,24.769593,93.866943,40.0
Pylon 10064459690,POWER_PYLON,24.767323,93.864867,40.0
Pylon 10064459691,POWER_PYLON,24.765114,93.862856,40.0
Pylon 10064459692,POWER_PYLON,24.763090,93.861018,40.0
Pylon 10064459693,POWER_PYLON,24.761012,93.859138,40.0
Pylon 10064459694,POWER_PYLON,24.758903,93.857210,40.0
Pylon 10064459695,POWER_PYLON,24.756791,93.855305,40.0
Pylon 10064459696,POWER_PYLON,24.754511,93.853208,40.0
Pylon 10064459697,POWER_PYLON,24.752349,93.851220,40.0
