start_lat,start_lon,start_alt_m,goal_lat,goal_lon,goal_alt_m,waypoint_lats,waypoint_lons,waypoint_alts,n_waypoints,planning_time_s,rrt_cost,path_length_m,time_cost_s,energy_cost_wh,threat_cost,terrain_cost_mean,wind_cost_mean,obstacle_cost_mean,fused_cost_mean,max_combined_threat,feasible,altitude_clearance_ok,speed_ok,risk_label
27.780000686645508,94.13800048828125,700.0,27.86400032043457,94.11799621582031,900.0,27.780001|27.809999|27.822001|27.850000,94.138000|94.132004|94.103996|94.113998,700.0|50.0|50.0|50.0,4,0.552223899983801,0.07193323109808065,9713.222107762464,388.52888431049854,1165.5866529314956,0.9323793053627014,0.6543450355529785,0.10104499757289886,0.0,0.5206224918365479,0.9552474617958069,1,1,1,0
27.805999755859375,94.23200225830078,150.0,27.836000442504883,94.1240005493164,600.0,27.806000|27.813999|27.822001|27.841999|27.836000,94.232002|94.202003|94.174004|94.152000|94.124001,150.0|50.0|50.0|50.0|50.0,5,0.5602594999945723,0.0935843015459721,11910.777077559893,476.4310831023957,1429.2932493071871,0.9547222256660461,0.6048579812049866,0.08685800433158875,0.0,0.5067239999771118,0.9837152361869812,1,1,1,0
27.687999725341797,94.0999984741211,600.0,27.76799964904785,94.05799865722656,600.0,27.688000|27.714001|27.740000|27.766001,94.099998|94.085999|94.071999|94.057999,600.0|50.0|50.0|50.0,4,0.5630125999741722,0.07123793025098779,9608.104512688793,384.3241805075517,1152.972541522655,0.9556853771209717,0.6215450167655945,0.12278249859809875,0.0,0.5184500217437744,0.9674930572509766,1,1,1,0
27.832000732421875,94.22599792480469,50.0,27.760000228881836,94.09400177001953,200.0,27.832001|27.816000|27.799999|27.778000|27.770000|27.770000|27.768000,94.225998|94.202003|94.178001|94.157997|94.129997|94.125999|94.099998,50.0|50.0|50.0|50.0|50.0|50.0|50.0,7,0.5558319000119809,0.11774483465807109,14906.77419927568,596.2709679710272,1788.8129039130815,0.9610453248023987,0.6262442469596863,0.10191714763641357,0.0,0.5117443203926086,0.9813352227210999,1,1,1,0
27.50200080871582,93.87000274658203,400.0,27.66200065612793,93.88800048828125,50.0,27.502001|27.525999|27.549999|27.580000|27.610001|27.639999|27.648001|27.648001,93.870003|93.888000|93.905998|93.902000|93.896004|93.891998|93.893997|93.889999,400.0|50.0|50.0|50.0|50.0|50.0|50.0|50.0,8,0.5481931999966037,0.11628971095831565,17820.643703962516,712.8257481585007,2138.4772444755017,0.7056982517242432,0.575431227684021,0.07040999829769135,0.0,0.5003937482833862,0.7647505402565002,1,1,1,0
27.871999740600586,94.25599670410156,150.0,27.719999313354492,94.23400115966797,300.0,27.872000|27.844000|27.826000|27.785999|27.796000|27.788000|27.732000|27.726000|27.722000,94.255997|94.265999|94.290001|94.295998|94.293999|94.279999|94.265999|94.251999|94.234001,150.0|50.0|50.0|50.0|50.0|50.0|50.0|50.0|50.0,9,0.5732821999990847,0.17029951764409684,23349.945863718982,933.9978345487593,2801.9935036462775,0.9071719646453857,0.632159948348999,0.06665000319480896,0.0,0.5073167085647583,0.9323983788490295,1,1,1,0
27.739999771118164,94.1520004272461,400.0,27.663999557495117,94.19999694824219,400.0,27.740000|27.714001|27.712000|27.664000|27.664000,94.152000|94.166000|94.188004|94.199997|94.199997,400.0|50.0|50.0|50.0|50.0,5,0.5794494999863673,0.08103485937749628,10846.421928522672,433.8568771409069,1301.5706314227207,0.9354020953178406,0.7011939287185669,0.09232200682163239,0.0,0.5235320329666138,0.9529283046722412,1,1,1,0
27.63599967956543,93.9800033569336,300.0,27.72599983215332,94.05400085449219,900.0,27.636000|27.660000|27.684000|27.688000|27.726000,93.980003|94.000000|94.017998|94.028000|94.054001,300.0|50.0|50.0|50.0|50.0,5,0.577758300001733,0.09379938459968842,12541.318850303629,501.6527540121452,1504.9582620364354,0.9359718561172485,0.6123059988021851,0.07937200367450714,0.0,0.5075459480285645,0.9716386198997498,1,1,1,0
27.93199920654297,93.99600219726562,100.0,27.875999450683594,94.11199951171875,1500.0,27.931999|27.917999|27.888000|27.884001|27.896000|27.875999,93.996002|94.024002|94.031998|94.061996|94.066002|94.112000,100.0|50.0|50.0|50.0|50.0|50.0,6,0.5592079000198282,0.11759061865519596,15998.865089265802,639.9546035706321,1919.8638107118961,0.8109660744667053,0.6272932887077332,0.06775999814271927,0.0,0.5066866278648376,0.8773440718650818,1,1,1,0
27.606000900268555,93.9020004272461,100.0,27.695999145507812,94.02400207519531,400.0,27.606001|27.625999|27.622000|27.638000|27.658001|27.660000|27.688000,93.902000|93.924004|93.954002|93.980003|94.003998|94.033997|94.026001,100.0|50.0|50.0|50.0|50.0|50.0|50.0,7,0.5505118000146467,0.1390101623404164,18632.710187509445,745.3084075003778,2235.9252225011332,0.8643484711647034,0.622861385345459,0.05220143124461174,0.0,0.5034956932067871,0.9677034616470337,1,1,1,0
27.527999877929688,94.08000183105469,100.0,27.516000747680664,94.03199768066406,600.0,27.528000|27.540001|27.528000,94.080002|94.066002|94.028000,100.0|50.0|50.0,3,0.5737327000242658,0.04204043881461851,5897.523745700457,235.90094982801827,707.7028494840548,0.771233320236206,0.6140866279602051,0.0173166673630476,0.0,0.496883362531662,0.7873155474662781,1,1,1,0
27.93400001525879,93.96600341796875,400.0,27.941999435424805,93.9260025024414,50.0,27.934000|27.922001|27.941999,93.966003|93.938004|93.926003,400.0|50.0|50.0,3,0.5675348000077065,0.03872242047662226,5574.292255273718,222.97169021094874,668.9150706328462,0.6902112364768982,0.6740266680717468,0.04861333593726158,0.0,0.513866662979126,0.70841383934021,1,1,1,0
27.652000427246094,93.98600006103516,600.0,27.576000213623047,94.14199829101562,1200.0,27.652000|27.642000|27.642000|27.629999|27.610001|27.584000,93.986000|93.996002|94.022003|94.075996|94.120003|94.136002,600.0|50.0|50.0|50.0|50.0|50.0,6,0.5563169000088237,0.1664986731669313,17696.25973424014,707.8503893696055,2123.5511681088165,0.8932937979698181,0.6133833527565002,0.06285332888364792,0.0,0.5062599778175354,0.9131757616996765,1,1,1,0
27.70199966430664,94.01399993896484,700.0,27.697999954223633,93.91200256347656,300.0,27.702000|27.688000|27.705999|27.698000,94.014000|93.986000|93.938004|93.912003,700.0|50.0|50.0|50.0,4,0.5562769999960437,0.08763205023467859,11007.68135499205,440.307254199682,1320.921762599046,0.885029673576355,0.6070300340652466,0.05380750074982643,0.0,0.5059624910354614,0.95757657289505,1,1,1,0
27.658000946044922,94.197998046875,800.0,27.6560001373291,94.35800170898438,1000.0,27.658001|27.672001|27.700001|27.722000|27.712000|27.694000|27.676001|27.658001,94.197998|94.223999|94.236000|94.255997|94.283997|94.307999|94.332001|94.356003,800.0|50.0|50.0|50.0|50.0|50.0|50.0|50.0,8,0.5813950000156183,0.16254249492214198,21729.78461626419,869.1913846505677,2607.574153951703,0.9028112888336182,0.6439062356948853,0.053846247494220734,0.0,0.5094774961471558,0.9242379069328308,1,1,1,0
27.667999267578125,94.23200225830078,50.0,27.642000198364258,94.15399932861328,1000.0,27.667999|27.646000|27.650000|27.652000,94.232002|94.211998|94.204002|94.153999,50.0|50.0|50.0|50.0,4,0.5794728999899235,0.06950516558092752,8975.529866105977,359.0211946442391,1077.0635839327172,0.9168362617492676,0.6335675120353699,0.06449499726295471,0.0,0.5068525075912476,0.9195107817649841,1,1,1,0
