path_length_m,mission_time_s,cruise_speed_ref_ms,cruise_altitude_ref_m,risk_label,n_waypoints,feasible,hover_frac_ctrl,transition_frac_ctrl,cruise_frac_ctrl,pos_error_mean_m,pos_error_max_m,pos_error_rms_m,pos_error_final_m,vel_error_mean_ms,vel_error_max_ms,vel_error_rms_ms,alt_error_mean_m,alt_error_max_m,alt_error_rms_m,alt_final_m,att_error_mean_rad,att_error_max_rad,att_error_rms_rad,rate_error_mean_rads,rate_error_max_rads,itae_pos,itae_alt,itae_att,thrust_cmd_mean_N,thrust_cmd_max_N,thrust_cmd_std_N,thrust_rate_std_N,moment_x_mean_Nm,moment_y_mean_Nm,moment_z_mean_Nm,moment_x_std_Nm,moment_y_std_Nm,moment_z_std_Nm,roll_cmd_max_rad,pitch_cmd_max_rad,roll_cmd_std_rad,pitch_cmd_std_rad,pid_int_vel_final,pid_int_alt_final,pid_int_att_final,pid_int_rate_final,motor_T_mean_N,motor_T_max_N,motor_T_balance_N,motor_T_m0_mean_N,motor_T_m1_mean_N,motor_T_m2_mean_N,motor_T_m3_mean_N,pwm_mean_us,pwm_max_us,pwm_min_us,pwm_utilisation_pct,nacelle_transitions_n,nacelle_final_deg,nacelle_mean_deg,n_mode_transitions,alt_settling_mean_s,alt_settling_max_s,vel_settling_mean_s,vel_settling_max_s,n_stall_events,n_saturations,n_wp_reached,mission_abort,cruise_speed_actual_ms,speed_variance_ms,soc_initial,soc_final,energy_consumed_wh,spl_hover_a_dB,rcs_cruise_x_dBsm,max_combined_threat
14374.167167411986,237.13756018321675,81.14691854479936,800.0,1,5,1,0.15197773467150208,0.10137471535801636,0.4427764189929999,27.15200533118778,327.0190818928405,77.60744729209637,8.671545621518345e-17,6.269713238478036,81.14431317429069,13.737465390792803,19.507662437955723,510.8807784414346,76.11254165201227,516.2141117747801,0.013481073644991307,0.9128907778828823,0.0697661639068078,0.012628224018542708,1.0659265219610472,707921.0819361823,950327.3826002327,421.3593823775956,2068.2538363172926,4632.22858752,294.35644494767064,32.214358219117095,2.3655426807023477e-13,-0.00021986619373979242,8.935809439394311e-14,8.104872300955901e-14,11.44813190578475,5.393912265712149e-14,5.515789483990815e-16,0.5235987755982988,8.821309058939013e-17,0.2772314672745691,0.00655171651476898,-20.0,0.03150114452378219,-1.4641762618656834e-05,517.0638577273508,517.0638584927565,7.654056730643809e-07,517.0638584927565,517.0638584927565,517.0638569619451,517.0638569619451,1444.709238484903,1872.0380979200004,1100.0,43.0886548106124,4,90.0,45.58826009951927,6,0.11333333333333329,0.6799999999999997,2.989999999999995,9.560000000000002,0,48,4,0,77.08957261755938,12.223283162492926,0.9,0.8068529948430034,3722.154326073583,92.33197363481958,-8.39840578122349,0.7562744617462158
8136.6175359820245,163.57677155096306,78.55639265584321,1200.0,1,4,1,0.22032033255899255,0.14696173126299059,0.14158210050128378,16.514622224777273,209.44724121536387,51.88874084024839,1.842901676473705e-16,7.259626010605195,102.71611911922241,17.059990533317947,48.330887462066116,910.6609798398431,161.39590122131597,918.6609798398614,0.013540330049647538,1.0517105370133693,0.08078642713737934,0.011560594692215771,1.477576847087896,290802.03089277685,1137897.505823207,237.28445409177132,2058.6224149854047,4800.0,378.3217694693384,35.74337049485516,2.3461287914158245e-13,-0.00026666584042144557,9.264728899449473e-14,8.185154348214494e-14,17.359866541422804,5.79043180040881e-14,6.170019992935684e-16,0.5235987755982988,9.58117289431699e-17,0.2769322048159283,-0.0010729937279165928,-20.0,0.03370795031709576,-1.3288839253628843e-05,514.6560902935075,514.6560914608378,1.1673303106363164e-06,514.6560914608378,514.6560914608378,514.6560891261772,514.6560891261772,1443.1040601956709,1900.0,1100.0,42.88800752445881,4,90.0,70.64433304804987,6,0.1266666666666675,0.7600000000000051,1.2079999999999984,4.599999999999994,0,79,4,0,74.62857302305105,15.438300009490737,0.9,0.8361957703853388,2549.6170154018646,91.99099860420816,-8.445850649806436,0.8844950199127197
16577.866459352255,249.34727773283038,87.55270557807374,900.0,1,6,1,0.14452999679178696,0.09640680141161373,0.4414501122874559,33.12838581049717,395.37368871408535,96.11354850929762,1.0263114186498481e-16,6.548620226045212,87.55117815695404,14.489182879351159,21.82918770720265,610.5012403128515,88.28402027763872,616.5012403128652,0.012230305719991017,0.9259309843730852,0.06553112523819989,0.011476794445661869,1.0826564988837935,975629.9577044684,1185981.2598531274,430.36924484526713,2062.534012304052,4632.22858752,285.9333209581738,30.333709044935073,2.3241407822794597e-13,-0.00022342184974841143,8.516585614186866e-14,7.736678280208731e-14,11.041713630179201,5.269583277689748e-14,5.515789483990828e-16,0.5235987755982988,8.473120564394376e-17,0.26560448465984476,0.008284394969397204,-20.0,0.03426321125108367,-1.3852379635880672e-05,515.6339028734762,515.6339036422196,7.687432912462121e-07,515.6339036422196,515.6339036422196,515.633902104733,515.633902104733,1443.7559352489834,1872.0380979200004,1100.000115656394,42.96949190612303,4,90.0,45.93118383060635,6,0.11333333333333447,0.6800000000000068,3.189999999999993,10.199999999999989,0,46,6,0,83.17507029917005,12.924859521337671,0.9,0.8024630657864983,3897.5758911715307,92.24702170881648,-8.466074974856948,0.960334837436676
22391.963523641505,319.07844916921886,86.42927883598703,800.0,1,8,1,0.11294973047511596,0.07534160712047136,0.5858718816597719,16.998909267704505,223.804477016536,51.19086807720654,1.253855426339945e-16,4.173860769482283,86.42910436027405,11.189689215168777,14.502385399063094,511.1389771846615,65.65060869133636,516.472310518007,0.010057820214975543,0.9224535860683226,0.05887372114727468,0.00904675407637949,1.078692825864175,616678.3147043749,1279208.8099922421,499.48633269049924,2055.526919416332,4632.22858752,255.4338592347702,27.77261112184565,2.323744455322674e-13,-0.00016982481966878505,8.241969851850933e-14,7.44117877270271e-14,9.598684320390243,5.018075230206602e-14,5.515789483990815e-16,0.5235987755982988,7.56000912820202e-17,0.24359427157391414,0.023251628774723615,-20.0,0.04663692009977216,-1.137556709691431e-05,513.8820348447841,513.8820354461353,6.013511324454184e-07,513.8820354461353,513.8820354461352,513.8820342434329,513.882034243433,1442.5880232298514,1872.0380979200004,1100.0,42.823502903732155,4,90.0,33.88115833019932,6,0.11333333333333329,0.6799999999999997,3.3033333333333323,10.060000000000002,0,47,8,0,82.10781489418768,10.382101473644006,0.9,0.7758218982640404,4962.156945368947,92.33197363481958,-8.97511898298921,0.9034181833267212
19152.985903983114,306.76705915028566,77.6156508487569,800.0,1,7,1,0.11747832322837212,0.07836234435100072,0.5692678792620118,11.21818430730472,158.20874847351547,34.76295109445235,1.5876339623050483e-16,3.333995197309429,77.61563439021059,9.538236496419454,15.063580453114374,510.6875323962598,66.89353320814979,516.0208657296054,0.010116975177311223,0.8956635587758183,0.06189318189981495,0.008853875086987659,1.0597718058914767,383227.4921366978,1228339.2470307734,462.6400782649428,2048.2049429653057,4632.22858752,256.6239945598546,28.320419433657406,2.293775581388335e-13,-0.00015711144068811556,8.581865471531352e-14,7.223974936867946e-14,9.863987292466673,4.973476402500817e-14,5.515789483990815e-16,0.5235987755982988,7.542025418815113e-17,0.2330078632192737,0.028486057702628204,-20.0,0.04999019800998238,-1.0605661981722893e-05,512.0515232060628,512.0515237921056,5.860428018422681e-07,512.0515237921056,512.0515237921056,512.05152262002,512.05152262002,1441.3676821373733,1872.0380979200004,1100.0,42.67096026717215,4,90.0,35.2395853706239,6,0.11333333333333329,0.6799999999999997,3.0066666666666655,9.160000000000025,0,48,6,0,73.73486830631906,8.936578287350564,0.9,0.7812505439887502,4745.228262209544,92.33197363481958,-8.793511014982352,0.8367260694503784
7085.838958729457,148.1992297598086,80.33901178078537,1000.0,1,3,1,0.24318488529014845,0.1622132253711201,0.09392712550607288,11.798786278452905,208.22975676757426,45.053474524697954,2.464671147006016e-16,5.982448051083138,89.93206931800894,15.479733110160744,42.292346647494284,712.2774924784717,133.29245271061635,717.6108258118203,0.01574317182707616,1.0537989915858414,0.08742376275594328,0.013261043801311533,1.514982696639406,172382.1949659497,811850.1459508038,230.32331489810858,2043.303048835992,4800.0,380.27452442789706,40.36189202630929,2.3152218710661085e-13,-0.0003971025308768881,8.519549719550618e-14,8.195268440186305e-14,19.047039977545687,5.454414840450471e-14,5.665645753133771e-16,0.5235987755982988,9.751512844851533e-17,0.2581024764487827,0.0332845597041156,-20.0,0.04960086491519522,-5.4723174610328046e-05,510.82645582784824,510.82645706794773,1.240099521737648e-06,510.82645706794773,510.82645706794773,510.8264545877487,510.8264545877487,1440.5509705518991,1900.0,1100.0,42.56887131898753,4,90.0,74.24696356275304,6,0.12333333333333367,0.740000000000002,2.949999999999998,11.659999999999997,0,47,2,0,76.3220611917461,14.276990315815803,0.9,0.842837934661207,2284.196130938167,92.16187580125869,-8.18149747384766,0.9443848729133606
10945.96546789466,210.64912001264997,72.65867511855052,600.0,1,5,1,0.17108136333428273,0.1141175353650432,0.4405202696287857,23.18574269369675,251.74757410158566,60.94622559381026,1.385831771228422e-16,6.210203172851183,72.65560330805575,13.034908097448458,14.247156918836,312.53007723267444,50.36511474939172,315.73007723268364,0.01754177387973162,1.0431100815447676,0.08678550145261163,0.014053092054418867,1.0538482313321171,464482.27036343305,531948.4247339572,418.7615134225832,2076.4321244513526,4632.22858752,310.571941910199,33.096333233271146,2.374046016904166e-13,-0.00024187716862407918,9.328454193888063e-14,8.151567744779012e-14,12.638357291228903,5.598522624029817e-14,5.515789483990808e-16,0.5235987755982988,9.269481607276511e-17,0.29567166354183155,0.04256909586439272,-20.0,0.05665805310749381,-2.1943102419320454e-05,519.108467776073,519.1084685878637,8.117908123495019e-07,519.1084685878637,519.1084685878637,519.1084669642821,519.1084669642821,1446.072311850715,1872.0380979200004,1100.0,43.25903898133944,4,90.0,45.217886641982346,6,0.11333333333333329,0.6799999999999997,2.710000000000001,8.680000000000007,0,48,4,0,69.025741362623,11.460462715825948,0.9,0.8167663290873785,3326.0174896683584,92.50129894918251,-8.08684883723258,0.9026967287063599
20054.719003652448,311.62523169328165,79.70074729269652,300.0,1,8,1,0.11564625850340136,0.07714029007829547,0.6905403670902324,8.958146489724681,133.1855594329482,28.326650687224603,1.4467118656945899e-16,3.0280888880725736,79.70064027838376,9.347706693696988,1.891705571575584,25.39228181705525,5.346018323915496,18.87343591344523,0.008262788588258088,0.895659325509924,0.054042986797108866,0.008068625689431995,1.287966157477821,219972.99686360953,104844.41539898505,333.40992345731206,2040.6898811271583,4632.22858752,248.64741757482315,26.2641179562121,2.282291630378172e-13,5.934394325313859e-05,8.042145379399437e-14,7.088876950837644e-14,9.687814377498576,4.6778234682350376e-14,5.515789483990808e-16,0.5235987755982988,7.450746241247913e-17,0.21390706666547335,0.031366090693747566,-20.0,0.052607036348426624,0.00010466115504429775,510.17249343959304,510.1724940280299,5.884369045361388e-07,510.1724940280299,510.1724940280299,510.1724928511561,510.1724928511561,1440.1149956263962,1872.0380979200004,1100.0001098276105,42.5143744532993,4,90.0,24.380053908355794,6,0.11000000000000003,0.6600000000000001,3.1199999999999926,9.359999999999957,0,31,8,0,75.71570992806168,8.843658638669812,0.9,0.7800332421735978,4793.8716427430345,92.75385322176956,-8.961105993954082,0.9723482728004456
9481.411492286392,178.81840539099142,79.79749821659578,900.0,1,4,1,0.20154345151549044,0.13443686388547144,0.22111620624091266,25.028268993566375,267.3315348101204,68.71725100146045,2.3313217269758353e-16,7.336407992787784,79.38836834082828,15.386742519599443,30.338139187466748,611.8632724580568,104.47185375427128,617.8632724580706,0.01879165113802088,1.0540193047556594,0.0940442903453513,0.015172974862053717,1.514974812522752,497703.1986019246,848619.389847954,402.3968999606864,2073.463750876172,4632.22858752,330.89408405099095,35.81787946406607,2.3525427093784387e-13,-0.000324369538514112,8.932470917409603e-14,8.167950957701142e-14,18.226750168362877,5.760359762193976e-14,5.515789483990828e-16,0.5235987755982988,9.307741817526608e-17,0.2989542359459968,0.042240070990236245,-20.0,0.05605877479733967,-3.4843228273426154e-05,518.366504127886,518.3665051413185,1.0134325520994025e-06,518.3665051413185,518.3665051413185,518.3665031144534,518.3665031144534,1445.5776694185845,1872.0380979200004,1100.0001106706966,43.19720867732402,4,90.0,64.04988256347164,6,0.11333333333333447,0.6800000000000068,2.816666666666665,10.139999999999986,0,45,4,0,75.80762330576599,13.525123405271048,0.9,0.829495038520496,2817.3782607209796,92.24702170881648,-8.603247141805888,0.8249362111091614
10100.958659552718,200.33165098400258,71.97919064391397,600.0,1,4,1,0.17989417989417988,0.11999600678845962,0.41170010981331734,23.950296853839635,252.4028230634401,62.29881401901762,1.189660668795189e-16,6.467225605441678,71.97765456248844,13.343414334444544,14.97237901291234,312.5675853746285,51.650256232398405,315.7675853746377,0.018664460430471982,1.0432369021281584,0.0901321747674982,0.014784767155376554,1.0532242232423321,452788.8971264086,505585.5345697009,413.32551753096936,2078.5239238784,4632.22858752,317.7017304481043,33.93819436603337,2.39562323344523e-13,-0.0002590970128914122,9.443667504586903e-14,8.318167884326973e-14,12.499976485302431,5.745214526535959e-14,5.515789483990808e-16,0.5235987755982988,9.20007607086024e-17,0.30089693061882344,0.04548613729205211,-20.0,0.057959299575785855,-2.4865039152959493e-05,519.6314472095219,519.6314480565436,8.470216812384043e-07,519.6314480565436,519.6314480565435,519.6314463625001,519.6314463625002,1446.4209648063515,1872.0380979200004,1100.0,43.302620600793404,4,90.0,47.54716981132076,6,0.11333333333333329,0.6799999999999997,2.6633333333333318,8.619999999999976,0,48,4,0,68.38023111171826,11.671405188278742,0.9,0.8207234206871987,3167.8921093395406,92.50129894918251,-8.422915974128504,0.9904115200042725
