time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,P_elec,Vt
1.76,0.0,0.0,-7.453107330564681,0.0,0.0,-5.110161374643762,0.0,0.0,0.0,0.0,0.0,0.0,20.44610797527943,48.0
1.77,0.0,0.0,-7.504192956314598,0.0,0.0,-5.106964442218671,0.0,0.0,0.0,0.0,0.0,0.0,20.44610797629974,48.0
1.78,0.0,0.0,-7.555246632733524,0.0,0.0,-5.103771507195125,0.0,0.0,0.0,0.0,0.0,0.0,20.44610797711599,48.0
1.79,0.0,0.0,-7.606268399758112,0.0,0.0,-5.100582562103972,0.0,0.0,0.0,0.0,0.0,0.0,20.44610797776899,48.0
1.8,0.0,0.0,-7.6572582972503955,0.0,0.0,-5.097397599489967,0.0,0.0,0.0,0.0,0.0,0.0,20.446107978291387,48.0
1.81,0.0,0.0,-7.708216364997928,0.0,0.0,-5.09421661191267,0.0,0.0,0.0,0.0,0.0,0.0,20.446107978709307,48.0
1.82,0.0,0.0,-7.759142642713937,0.0,0.0,-5.091039591947162,0.0,0.0,0.0,0.0,0.0,0.0,20.446107979043642,48.0
1.83,0.0,0.0,-7.8100371700374795,0.0,0.0,-5.087866532184601,0.0,0.0,0.0,0.0,0.0,0.0,20.446107979311112,48.0
1.84,0.0,0.0,-7.860899986533608,0.0,0.0,-5.084697425232659,0.0,0.0,0.0,0.0,0.0,0.0,20.446107979525085,48.0
1.85,0.0,0.0,-7.9117311316935375,0.0,0.0,-5.0815322637158555,0.0,0.0,0.0,0.0,0.0,0.0,20.446107979696265,48.0
1.86,0.0,0.0,-7.962530644934811,0.0,0.0,-5.078371040275818,0.0,0.0,0.0,0.0,0.0,0.0,20.446107979833208,48.0
1.87,0.0,0.0,-8.013298565601476,0.0,0.0,-5.075213747571477,0.0,0.0,0.0,0.0,0.0,0.0,20.446107979942763,48.0
1.8800000000000001,0.0,0.0,-8.064034932964256,0.0,0.0,-5.072060378279211,0.0,0.0,0.0,0.0,0.0,0.0,20.44610798003041,48.0
1.8900000000000001,0.0,0.0,-8.114739786220728,0.0,0.0,-5.06891092509295,0.0,0.0,0.0,0.0,0.0,0.0,20.446107980100525,48.0
1.9000000000000001,0.0,0.0,-8.165413164495492,0.0,0.0,-5.065765380724248,0.0,0.0,0.0,0.0,0.0,0.0,20.446107980156615,48.0
1.9100000000000001,0.0,0.0,-8.216055106840356,0.0,0.0,-5.062623737902334,0.0,0.0,0.0,0.0,0.0,0.0,20.44610798020149,48.0
1.92,0.0,0.0,-8.266665652234506,0.0,0.0,-5.059485989374133,0.0,0.0,0.0,0.0,0.0,0.0,20.44610798023739,48.0
1.93,0.0,0.0,-8.317244839584689,0.0,0.0,-5.0563521279042805,0.0,0.0,0.0,0.0,0.0,0.0,20.44610798026611,48.0
1.94,0.0,0.0,-8.367792707725384,0.0,0.0,-5.053222146275117,0.0,0.0,0.0,0.0,0.0,0.0,20.446107980289085,48.0
1.95,0.0,0.0,-8.418309295418984,0.0,0.0,-5.0500960372866786,0.0,0.0,0.0,0.0,0.0,0.0,20.446107980307463,48.0
1.96,0.0,0.0,-8.468794641355972,0.0,0.0,-5.046973793756671,0.0,0.0,0.0,0.0,0.0,0.0,20.446107980322168,48.0
1.97,0.0,0.0,-8.519248784155092,0.0,0.0,-5.043855408520446,0.0,0.0,0.0,0.0,0.0,0.0,20.44610798033393,48.0
1.98,0.0,0.0,-8.569671762363532,0.0,0.0,-5.040740874430963,0.0,0.0,0.0,0.0,0.0,0.0,20.446107980343342,48.0
1.99,0.0,0.0,-8.620063614457097,0.0,0.0,-5.037630184358757,0.0,0.0,0.0,0.0,0.0,0.0,20.44610798035087,48.0
