time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r
9.0,36.24160569129195,-41.451106065873816,-82.10174639324471,-5.97622943936791,-0.0009181051941554719,-21.013181466739358,3.7373414913287597,1.06046723579701,0.0787098276117588,0.3995038763370851,-0.29772693915092746,0.3422391105915715
9.05,35.93902803438387,-41.44499854719837,-83.15006332549515,-6.125912177281949,0.2450440534731309,-20.918855141881195,3.7465811040121575,1.082485707408654,0.06671425349335353,0.3913164398577979,-0.29915996925769944,0.3449377959052921
9.1,35.62911092694964,-41.426620264883276,-84.19356946912244,-6.269806692554172,0.48989047031776967,-20.820781090151325,3.7550712078804263,1.1046862712511092,0.05447689691789842,0.38309275462980724,-0.3004036304047826,0.347629765034743
9.15,35.31214383326395,-41.39603025674549,-85.23208211312843,-6.407912096203108,0.7334919929333974,-20.719146336463353,3.7627395811355218,1.1270562101064878,0.04191986404865788,0.3748379601886866,-0.30145714534443535,0.35031474878525476
9.200000000000001,34.98841607820657,-41.35329388648592,-86.2654278970131,-6.540234818781731,0.9757247450600697,-20.614137822865125,3.76949687334042,1.1495826734453332,0.02894801649557207,0.3665572155122569,-0.3023198556641207,0.35299247866068917
9.25,34.658216486448545,-41.29848257900395,-87.29344279882852,-6.666788402766391,1.2164701593912675,-20.5059420981874,3.775231574053662,1.1722525435400233,0.015443967693748282,0.35825569579639177,-0.30299122219796837,0.3556626868902894
9.3,34.32183303216933,-41.23167355441801,-88.3159721079942,-6.787593289064116,1.4556149965984408,-20.394745018894543,3.779803121360763,1.1950522500308867,0.001261217014686778,0.34993858922068327,-0.3034708253637523,0.3583251064554547
9.35,33.9795524995768,-41.15294956147048,-89.33287038344392,-6.902676598510271,1.6930513510156,-20.28073146152506,3.783032298953623,1.2179675095913225,-0.013785429648423756,0.3416110937060126,-0.30375836542510143,0.36097947111645345
9.4,33.63166015445901,-41.062398610972394,-90.3440013976923,-7.012071909209778,1.928676643454103,-20.164085047045795,3.784687598755733,1.2409829541256292,-0.029933475727475067,0.3332784136660058,-0.30385366267883857,0.3636255154390255
9.450000000000001,33.27843942695429,-40.960113709919156,-91.34923806742358,-7.1158190305537286,2.1623936016423833,-20.04498787737668,3.7844654422780715,1.26408158878878,-0.04749249297309644,0.3249457567544451,-0.3037566575672808,0.366262974820949
9.5,32.920171605684736,-40.846192596883434,-92.34846237121639,-7.213963774719814,2.394110228807045,-19.92362028427003,3.7819608138095475,1.28724398285437,-0.06687347038816052,0.31661833061065975,-0.30346741071546707,0.36889158551848145
9.55,32.5571355433583,-40.72073747926506,-93.34156525502469,-7.306557726440446,2.623739760930747,-19.800160590642133,3.776622494749344,1.310447028056065,-0.08863356368853192,0.3083013396049196,-0.3029861028932628,0.3715110846727429
9.600000000000001,32.18960737390496,-40.583854772950666,-94.32844652603644,-7.393658011798237,2.851200613238839,-19.674784884341943,3.767682773564608,1.333661972003034,-0.11354637070052968,0.2999999815858746,-0.3023130349023911,0.37412121033600293
9.65,31.817860241173676,-40.43565484490799,-95.30901473552248,-7.4753270667878775,3.076416316480744,-19.547666804174295,3.754043330738339,1.3568511880645657,-0.14271603322060694,0.2917194446320662,-0.3014486273884367,0.37672170149786716
9.700000000000001,31.442164039177296,-40.27625175921117,-96.28318705126108,-7.5516324063733515,3.2993154435817478,-19.418977337724634,3.734082881985722,1.3799626424245746,-0.17776958194489195,0.28346490380954786,-0.30039342057795543,0.37931229811138906
9.75,31.062785163830416,-40.105763026963835,-97.25088912005383,-7.6226463947879255,3.5198315272358687,-19.288884630093385,3.705319090669779,1.4029199446953715,-0.22119501341763576,0.275241517937634,-0.29914807394085996,0.38189274111906385
9.8,30.6799862760751,-39.92430936055544,-98.2120549206711,-7.688446017925182,3.737902968943239,-19.157553802092682,3.6637869769316698,1.425603424411482,-0.27696287136969716,0.2670544263648149,-0.2977133657782588,0.38446277247874294
9.850000000000001,30.29402607622202,-39.73201443265003,-99.16662660709348,-7.749112659047915,3.9534729396582833,-19.025146776797516,3.6028447499246896,1.4478117714713865,-0.35172040606094485,0.2589087457568228,-0.2960901927360484,0.387022135189432
9.9,29.905159089235774,-39.52900464025444,-100.11455434060242,-7.804731880561658,4.166489270760766,-18.89182212030155,3.510814115310753,1.4691787978379178,-0.4571512602508263,0.25080956689887896,-0.2942795692445497,0.3895705733169914
9.950000000000001,29.513635460601588,-39.315408874111704,-101.05579610578944,-7.855393221401786,4.3769043290227625,-18.757734930850376,3.3665074479109265,1.4889821351573287,-0.6144482968005969,0.24276195151413538,-0.29228262688450374,0.3921078320197354
10.0,29.119700762888193,-39.091358293537375,-101.99031750125481,-7.9011900424375705,4.584674867317343,-18.62303673387379,3.1335597844957648,1.505709346816754,-0.8599816310698005,0.23477092910024716,-0.29010061367987855,0.3946336575739036
