x_km,y_km,detection_probability,threat_level
19.2,9.36,0.5079549314540482,medium
19.44,9.36,0.4946426415904525,medium
19.68,9.36,0.3559577501238936,medium
19.92,9.36,0.3553235007215106,medium
20.16,9.36,0.3543820377489984,medium
20.4,9.36,0.35312540239911366,medium
20.64,9.36,0.35154659281735307,medium
20.88,9.36,0.3496395491465255,medium
21.12,9.36,0.34739914840715547,medium
21.36,9.36,0.34482121185919656,medium
21.6,9.36,0.3419025266752196,medium
21.84,9.36,0.3386408828965785,medium
22.08,9.36,0.3350351257733889,medium
22.32,9.36,0.33108522273207397,medium
22.56,9.36,0.2749674144592569,low
22.8,9.36,0.27353981631459134,low
23.04,9.36,0.27161751218450103,low
23.28,9.36,0.26920876293935264,low
23.52,9.36,0.2663240103245564,low
23.76,9.36,0.26297588649902853,low
24.0,9.36,0.2591792172980116,low
24.24,9.36,0.25495101511627033,low
24.48,9.36,0.25031045706217847,low
24.72,9.36,0.24527884399825614,low
24.96,9.36,0.23987953627991265,low
25.2,9.36,0.23413786244375737,low
25.44,9.36,0.22808099778114227,low
25.68,9.36,0.22173781064965595,low
25.92,9.36,0.21513867549823573,low
26.16,9.36,0.2083152528681152,low
26.4,9.36,0.2013002380248618,low
26.64,9.36,0.1941270813067536,low
26.88,9.36,0.1868296846633574,low
27.12,9.36,0.17944208012355137,low
27.36,9.36,0.1719980969949716,low
27.6,9.36,0.16453102538652473,low
27.84,9.36,0.1570732841068812,low
28.08,9.36,0.14965610108967908,low
28.32,9.36,0.1423092142192209,low
28.56,9.36,0.13506059979251775,low
28.8,9.36,0.1279362348925791,low
29.04,9.36,0.0,low
29.28,9.36,0.0,low
29.52,9.36,0.0,low
29.76,9.36,0.0,low
30.0,9.36,0.0,low
30.24,9.36,0.0,low
30.48,9.36,0.0,low
0.0,9.6,0.8038176800521716,high
0.24,9.6,0.8145583757355342,high
0.48,9.6,0.9621563361182746,high
0.72,9.6,0.9849568756492764,high
0.96,9.6,1.0,high
1.2,9.6,1.0,high
1.44,9.6,1.0,high
1.68,9.6,1.0,high
1.92,9.6,1.0,high
2.16,9.6,1.0,high
2.4,9.6,1.0,high
2.64,9.6,1.0,high
2.88,9.6,1.0,high
3.12,9.6,1.0,high
3.36,9.6,1.0,high
3.6,9.6,1.0,high
3.84,9.6,1.0,high
4.08,9.6,1.0,high
4.32,9.6,1.0,high
4.56,9.6,1.0,high
4.8,9.6,1.0,high
5.04,9.6,1.0,high
5.28,9.6,1.0,high
5.52,9.6,1.0,high
5.76,9.6,1.0,high
6.0,9.6,1.0,high
6.24,9.6,1.0,high
6.48,9.6,1.0,high
6.72,9.6,1.0,high
6.96,9.6,1.0,high
7.2,9.6,1.0,high
7.44,9.6,1.0,high
7.68,9.6,1.0,high
7.92,9.6,1.0,high
8.16,9.6,1.0,high
8.4,9.6,1.0,high
8.64,9.6,1.0,high
8.88,9.6,1.0,high
9.12,9.6,1.0,high
9.36,9.6,1.0,high
9.6,9.6,1.0,high
9.84,9.6,1.0,high
10.08,9.6,1.0,high
10.32,9.6,1.0,high
10.56,9.6,1.0,high
10.8,9.6,1.0,high
11.04,9.6,1.0,high
11.28,9.6,1.0,high
11.52,9.6,1.0,high
11.76,9.6,1.0,high
12.0,9.6,1.0,high
12.24,9.6,1.0,high
12.48,9.6,1.0,high
12.72,9.6,1.0,high
12.96,9.6,1.0,high
13.2,9.6,1.0,high
13.44,9.6,0.990547426328202,high
13.68,9.6,0.961791685049388,high
13.92,9.6,0.9325735892834162,high
14.16,9.6,0.9029134155173233,high
14.4,9.6,0.8728346817237085,high
14.64,9.6,0.8423664483224189,high
14.88,9.6,0.8115454737988306,high
15.12,9.6,0.7968037011742402,high
15.36,9.6,0.7824422917911311,high
15.6,9.6,0.7674185599846783,high
15.84,9.6,0.7518057882286462,high
16.08,9.6,0.7356894696101938,high
16.32,9.6,0.7191656089055536,high
16.56,9.6,0.7023384351460911,high
16.8,9.6,0.6853176276047976,high
17.04,9.6,0.6682152006994584,high
17.28,9.6,0.6511422250432792,high
17.52,9.6,0.6342055772736324,high
17.76,9.6,0.6175049081030324,high
18.0,9.6,0.6011299967170121,high
18.24,9.6,0.5851586232574963,medium
18.48,9.6,0.5696550447433523,medium
18.72,9.6,0.5546691094828784,medium
18.96,9.6,0.5402359968524891,medium
19.2,9.6,0.5263765282590882,medium
19.44,9.6,0.5130979645253184,medium
19.68,9.6,0.5003951863063846,medium
19.92,9.6,0.37096770887551067,medium
20.16,9.6,0.3703164032962665,medium
20.4,9.6,0.369323960802521,medium
20.64,9.6,0.36798305832049594,medium
20.88,9.6,0.36628738509753217,medium
21.12,9.6,0.36423161712502516,medium
21.36,9.6,0.3618114057719794,medium
21.6,9.6,0.35902338312556004,medium
21.84,9.6,0.3558651855815274,medium
22.08,9.6,0.35233549625660743,medium
22.32,9.6,0.29431073533712704,low
22.56,9.6,0.293337929425919,low
22.8,9.6,0.2918391151765027,low
23.04,9.6,0.2898202469362894,low
23.28,9.6,0.28728941910719485,low
23.52,9.6,0.28425689558575457,low
23.76,9.6,0.280735140251697,low
24.0,9.6,0.27673884422174494,low
24.24,9.6,0.27228494502512307,low
24.48,9.6,0.26739263248669676,low
24.72,9.6,0.26208333595617284,low
24.96,9.6,0.2563806876263941,low
25.2,9.6,0.25031045706217847,low
25.44,9.6,0.24390045272420416,low
25.68,9.6,0.23718038721682322,low
25.92,9.6,0.23018170419413345,low
26.16,9.6,0.222937366286206,low
26.4,9.6,0.21548160499922075,low
26.64,9.6,0.20784963522427166,low
26.88,9.6,0.20007733867094102,low
27.12,9.6,0.19220092212638723,low
27.36,9.6,0.1842565578304507,low
27.6,9.6,0.1762800143607389,low
27.84,9.6,0.16830628716217447,low
28.08,9.6,0.1603692381784052,low
28.32,9.6,0.15250125392055264,low
28.56,9.6,0.1447329307451623,low
28.8,9.6,0.1370927951416151,low
29.04,9.6,0.12960706551105494,low
29.28,9.6,0.0,low
29.52,9.6,0.0,low
29.76,9.6,0.0,low
30.0,9.6,0.0,low
30.24,9.6,0.0,low
30.48,9.6,0.0,low
0.0,9.84,0.7973962776824093,high
0.24,9.84,0.9360329899702634,high
0.48,9.84,0.9588395094307954,high
0.72,9.84,0.9819281690723108,high
0.96,9.84,1.0,high
1.2,9.84,1.0,high
1.44,9.84,1.0,high
1.68,9.84,1.0,high
1.92,9.84,1.0,high
2.16,9.84,1.0,high
2.4,9.84,1.0,high
2.64,9.84,1.0,high
2.88,9.84,1.0,high
3.12,9.84,1.0,high
3.36,9.84,1.0,high
3.6,9.84,1.0,high
3.84,9.84,1.0,high
4.08,9.84,1.0,high
4.32,9.84,1.0,high
4.56,9.84,1.0,high
4.8,9.84,1.0,high
5.04,9.84,1.0,high
5.28,9.84,1.0,high
5.52,9.84,1.0,high
5.76,9.84,1.0,high
6.0,9.84,1.0,high
6.24,9.84,1.0,high
6.48,9.84,1.0,high
6.72,9.84,1.0,high
6.96,9.84,1.0,high
7.2,9.84,1.0,high
7.44,9.84,1.0,high
7.68,9.84,1.0,high
7.92,9.84,1.0,high
8.16,9.84,1.0,high
8.4,9.84,1.0,high
8.64,9.84,1.0,high
8.88,9.84,1.0,high
9.12,9.84,1.0,high
9.36,9.84,1.0,high
9.6,9.84,1.0,high
9.84,9.84,1.0,high
10.08,9.84,1.0,high
10.32,9.84,1.0,high
10.56,9.84,1.0,high
10.8,9.84,1.0,high
11.04,9.84,1.0,high
11.28,9.84,1.0,high
11.52,9.84,1.0,high
11.76,9.84,1.0,high
12.0,9.84,1.0,high
12.24,9.84,1.0,high
12.48,9.84,1.0,high
12.72,9.84,1.0,high
12.96,9.84,1.0,high
13.2,9.84,1.0,high
13.44,9.84,0.9924723347692126,high
13.68,9.84,0.9639443404165386,high
13.92,9.84,0.934947444305403,high
14.16,9.84,0.9054972093080255,high
14.4,9.84,0.8756125318366663,high
14.64,9.84,0.9735450862866064,high
14.88,9.84,0.823872067234146,high
15.12,9.84,0.810756616290601,high
15.36,9.84,0.7969004655761149,high
15.6,9.84,0.7823588136751194,high
15.84,9.84,0.7672007247407073,high
16.08,9.84,0.7515082203715391,high
16.32,9.84,0.7353746983715361,high
16.56,9.84,0.7189027201057843,high
16.8,9.84,0.7022012610419737,high
17.04,9.84,0.6853825671170877,high
17.28,9.84,0.6685587963294891,high
17.52,9.84,0.6518386452067442,high
17.76,9.84,0.63532416058018,high
18.0,9.84,0.6191079183072904,high
18.24,9.84,0.6032707149965784,high
18.48,9.84,0.5878798714877166,medium
18.72,9.84,0.5729881942109532,medium
18.96,9.84,0.5586335891120446,medium
19.2,9.84,0.5448392781591727,medium
19.44,9.84,0.5316145344313897,medium
19.68,9.84,0.5189558302981726,medium
19.92,9.84,0.3869161493168826,medium
20.16,9.84,0.3865491790767211,medium
20.4,9.84,0.38581557882590994,medium
20.64,9.84,0.3847079097198455,medium
20.88,9.84,0.38321979463254097,medium
21.12,9.84,0.38134586886955163,medium
21.36,9.84,0.37908174739457307,medium
21.6,9.84,0.3764240117057659,medium
21.84,9.84,0.37337021844336116,medium
22.08,9.84,0.369918930739912,medium
22.32,9.84,0.3130483906746883,medium
22.56,9.84,0.3120323568485017,medium
22.8,9.84,0.3104665468960806,medium
23.04,9.84,0.308356684777577,medium
23.28,9.84,0.3057105750098361,medium
23.52,9.84,0.3025381511571862,medium
23.76,9.84,0.2988515295585008,low
24.0,9.84,0.2946650634361736,low
24.24,9.84,0.28999539183165324,low
24.48,9.84,0.2848614772984597,low
24.72,9.84,0.27928462599758386,low
24.96,9.84,0.2732884838204643,low
25.2,9.84,0.2668990024443033,low
25.44,9.84,0.26014436982634054,low
25.68,9.84,0.25305490057647656,low
25.92,9.84,0.24566288290130658,low
26.16,9.84,0.2380023803554708,low
26.4,9.84,0.23010898841314256,low
26.64,9.84,0.22201954780560215,low
26.88,9.84,0.21377181856247768,low
27.12,9.84,0.20540412063244715,low
27.36,9.84,0.19695494872559247,low
27.6,9.84,0.18846257049870377,low
27.84,9.84,0.1799646182942941,low
28.08,9.84,0.17149768526416703,low
28.32,9.84,0.1630969368100972,low
28.56,9.84,0.15479574784445413,low
28.8,9.84,0.14662537543712956,low
29.04,9.84,0.13861467503247113,low
29.28,9.84,0.13078986668194295,low
29.52,9.84,0.0,low
29.76,9.84,0.0,low
30.0,9.84,0.0,low
30.24,9.84,0.0,low
30.48,9.84,0.0,low
0.0,10.08,0.790337148106069,high
0.24,10.08,0.9315608742343923,high
0.48,10.08,0.9546244770937915,high
0.72,10.08,0.9779790620576626,high
0.96,10.08,1.0,high
1.2,10.08,1.0,high
1.44,10.08,1.0,high
1.68,10.08,1.0,high
1.92,10.08,1.0,high
2.16,10.08,1.0,high
2.4,10.08,1.0,high
2.64,10.08,1.0,high
2.88,10.08,1.0,high
3.12,10.08,1.0,high
3.36,10.08,1.0,high
3.6,10.08,1.0,high
3.84,10.08,1.0,high
4.08,10.08,1.0,high
4.32,10.08,1.0,high
4.56,10.08,1.0,high
4.8,10.08,1.0,high
5.04,10.08,1.0,high
5.28,10.08,1.0,high
5.52,10.08,1.0,high
5.76,10.08,1.0,high
6.0,10.08,1.0,high
6.24,10.08,1.0,high
6.48,10.08,1.0,high
6.72,10.08,1.0,high
6.96,10.08,1.0,high
7.2,10.08,1.0,high
7.44,10.08,1.0,high
7.68,10.08,1.0,high
7.92,10.08,1.0,high
8.16,10.08,1.0,high
8.4,10.08,1.0,high
8.64,10.08,1.0,high
8.88,10.08,1.0,high
9.12,10.08,1.0,high
9.36,10.08,1.0,high
9.6,10.08,1.0,high
9.84,10.08,1.0,high
10.08,10.08,1.0,high
10.32,10.08,1.0,high
10.56,10.08,1.0,high
10.8,10.08,1.0,high
11.04,10.08,1.0,high
11.28,10.08,1.0,high
11.52,10.08,1.0,high
11.76,10.08,1.0,high
12.0,10.08,1.0,high
12.24,10.08,1.0,high
12.48,10.08,1.0,high
12.72,10.08,1.0,high
12.96,10.08,1.0,high
13.2,10.08,1.0,high
13.44,10.08,0.9931267888681968,high
13.68,10.08,0.9648434908496779,high
13.92,10.08,0.9360864514426331,high
14.16,10.08,0.9068666590976213,high
14.4,10.08,1.0,high
14.64,10.08,0.9839729159842029,high
14.88,10.08,0.836685832060395,high
15.12,10.08,0.8241217096487011,high
15.36,10.08,0.8108006210258651,high
15.6,10.08,0.7967727474710385,high
15.84,10.08,0.7821026691582678,high
16.08,10.08,0.7668686114652352,high
16.32,10.08,0.7511609904007149,high
16.56,10.08,0.735080287734251,high
16.8,10.08,0.718734342239127,high
17.04,10.08,0.702235195655908,high
17.28,10.08,0.6856956735557663,high
17.52,10.08,0.6692259063313037,high
17.76,10.08,0.6529300004092179,high
18.0,10.08,0.6369030537854528,high
18.24,10.08,0.621228675563259,high
18.48,10.08,0.60597712136448,high
18.72,10.08,0.591204101909827,medium
18.96,10.08,0.5769502676882543,medium
19.2,10.08,0.5632413245761663,medium
19.44,10.08,0.5500886979312548,medium
19.68,10.08,0.5374906383605215,medium
19.92,10.08,0.4030802921391038,medium
20.16,10.08,0.402989084044841,medium
20.4,10.08,0.4025065100146971,medium
20.64,10.08,0.40162523282748,medium
20.88,10.08,0.40033900277529055,medium
21.12,10.08,0.39864258187105084,medium
21.36,10.08,0.39653168743872674,medium
21.6,10.08,0.3940029588024033,medium
21.84,10.08,0.3910539496333963,medium
22.08,10.08,0.3876831473515941,medium
22.32,10.08,0.33200186612795224,medium
22.56,10.08,0.3309459812733191,medium
22.8,10.08,0.32931832060269906,medium
23.04,10.08,0.3271242834969959,medium
23.28,10.08,0.324371258521292,medium
23.52,10.08,0.3210686923085206,medium
23.76,10.08,0.31722816834718914,medium
24.0,10.08,0.3128634903168545,medium
24.24,10.08,0.3079907637674983,medium
24.48,10.08,0.3026284692664442,medium
24.72,10.08,0.2967975196865498,low
24.96,10.08,0.2905212941308356,low
25.2,10.08,0.28382564112736375,low
25.44,10.08,0.27673884422174494,low
25.68,10.08,0.26929154396709265,low
25.92,10.08,0.2615166115669269,low
26.16,10.08,0.25344897104545544,low
26.4,10.08,0.24512536875398586,low
26.64,10.08,0.2365840911953223,low
26.88,10.08,0.2278646344562828,low
27.12,10.08,0.21900733085650584,low
27.36,10.08,0.2100529406104486,low
27.6,10.08,0.201042218216967,low
27.84,10.08,0.1920154648046298,low
28.08,10.08,0.183012078660341,low
28.32,10.08,0.17407011657637161,low
28.56,10.08,0.16522587843031752,low
28.8,10.08,0.15651352657322737,low
29.04,10.08,0.14796475019800137,low
29.28,10.08,0.1396084829882533,low
29.52,10.08,0.1314706801336172,low
29.76,10.08,0.0,low
30.0,10.08,0.0,low
30.24,10.08,0.0,low
30.48,10.08,0.0,low
0.0,10.32,0.7826349396369636,high
0.24,10.32,0.9261888620909294,high
0.48,10.32,0.9494866754140848,high
0.72,10.32,0.9730835611902476,high
0.96,10.32,0.9969759420643968,high
1.2,10.32,1.0,high
1.44,10.32,1.0,high
1.68,10.32,1.0,high
1.92,10.32,1.0,high
2.16,10.32,1.0,high
2.4,10.32,1.0,high
2.64,10.32,1.0,high
2.88,10.32,1.0,high
3.12,10.32,1.0,high
3.36,10.32,1.0,high
3.6,10.32,1.0,high
3.84,10.32,1.0,high
4.08,10.32,1.0,high
4.32,10.32,1.0,high
4.56,10.32,1.0,high
4.8,10.32,1.0,high
5.04,10.32,1.0,high
5.28,10.32,1.0,high
5.52,10.32,1.0,high
5.76,10.32,1.0,high
6.0,10.32,1.0,high
6.24,10.32,1.0,high
6.48,10.32,1.0,high
6.72,10.32,1.0,high
6.96,10.32,1.0,high
7.2,10.32,1.0,high
7.44,10.32,1.0,high
7.68,10.32,1.0,high
7.92,10.32,1.0,high
8.16,10.32,1.0,high
8.4,10.32,1.0,high
8.64,10.32,1.0,high
8.88,10.32,1.0,high
9.12,10.32,1.0,high
9.36,10.32,1.0,high
9.6,10.32,1.0,high
9.84,10.32,1.0,high
10.08,10.32,1.0,high
10.32,10.32,1.0,high
10.56,10.32,1.0,high
10.8,10.32,1.0,high
11.04,10.32,1.0,high
11.28,10.32,1.0,high
11.52,10.32,1.0,high
11.76,10.32,1.0,high
12.0,10.32,1.0,high
12.24,10.32,1.0,high
12.48,10.32,1.0,high
12.72,10.32,1.0,high
12.96,10.32,1.0,high
13.2,10.32,1.0,high
13.44,10.32,0.9925389431168812,high
13.68,10.32,0.9645148979363647,high
13.92,10.32,0.9360136244160342,high
14.16,10.32,1.0,high
14.4,10.32,1.0,high
14.64,10.32,0.993551012063466,high
14.88,10.32,0.8488639948383117,high
15.12,10.32,0.8368731113827224,high
15.36,10.32,0.8241108542291974,high
15.6,10.32,0.8106222627467483,high
15.84,10.32,0.7964672501244823,high
16.08,10.32,0.7817200054490643,high
16.32,10.32,0.7664676712542752,high
16.56,10.32,0.7508083158682404,high
16.8,10.32,0.734848278281183,high
17.04,10.32,0.7186990192318522,high
17.28,10.32,0.7024736583065389,high
17.52,10.32,0.6862834065342712,high
17.76,10.32,0.6702341129151435,high
18.0,10.32,0.6544231302776993,high
18.24,10.32,0.6389366728897172,high
18.48,10.32,0.6238477902869866,high
18.72,10.32,0.6092150256427147,high
18.96,10.32,0.5950817700317947,medium
19.2,10.32,0.5814762727686327,medium
19.44,10.32,0.5684122275228809,medium
19.68,10.32,0.5558898268413849,medium
19.92,10.32,0.41936570626184483,medium
20.16,10.32,0.4195391128716395,medium
20.4,10.32,0.4192974557910819,medium
20.64,10.32,0.41863372235210716,medium
20.88,10.32,0.41754198743036,medium
21.12,10.32,0.41601730897269124,medium
21.36,10.32,0.4140556463088708,medium
21.6,10.32,0.41165380545027136,medium
21.84,10.32,0.40880941432289464,medium
22.08,10.32,0.3515577557645675,medium
22.32,10.32,0.35106083277874905,medium
22.56,10.32,0.34996900904857553,medium
22.8,10.32,0.3482854712848157,medium
23.04,10.32,0.34601520155865245,medium
23.28,10.32,0.3431650477907334,medium
23.52,10.32,0.3397438138637238,medium
23.76,10.32,0.3357623647020803,medium
24.0,10.32,0.33123374056187593,medium
24.24,10.32,0.3261732737786774,medium
24.48,10.32,0.3205987003786098,medium
24.72,10.32,0.31453025832079634,medium
24.96,10.32,0.3079907637674983,medium
25.2,10.32,0.3010056567313386,medium
25.44,10.32,0.2936030077815877,low
25.68,10.32,0.2858134782461778,low
25.92,10.32,0.2776702275459453,low
26.16,10.32,0.2692087629393527,low
26.4,10.32,0.2604667290044432,low
26.64,10.32,0.25148363656987394,low
26.88,10.32,0.24230053342344637,low
27.12,10.32,0.2329596218386277,low
27.36,10.32,0.2235038306083399,low
27.6,10.32,0.21397635169094356,low
27.84,10.32,0.20442015358944213,low
28.08,10.32,0.19487748505398364,low
28.32,10.32,0.1853893835061791,low
28.56,10.32,0.17599520266394175,low
28.8,10.32,0.16673217318374772,low
29.04,10.32,0.15763500877568792,low
29.28,10.32,0.14873556828006615,low
29.52,10.32,0.14006258176033867,low
29.76,10.32,0.13164144593321264,low
30.0,10.32,0.0,low
30.24,10.32,0.0,low
30.48,10.32,0.0,low
0.0,10.56,0.7742831388767405,high
0.24,10.56,0.9198939887273991,high
0.48,10.56,0.9434013990177542,high
0.72,10.56,0.9672152124967278,high
0.96,10.56,0.9913296128200463,high
1.2,10.56,1.0,high
1.44,10.56,1.0,high
1.68,10.56,1.0,high
1.92,10.56,1.0,high
2.16,10.56,1.0,high
2.4,10.56,1.0,high
2.64,10.56,1.0,high
2.88,10.56,1.0,high
3.12,10.56,1.0,high
3.36,10.56,1.0,high
3.6,10.56,1.0,high
3.84,10.56,1.0,high
4.08,10.56,1.0,high
4.32,10.56,1.0,high
4.56,10.56,1.0,high
4.8,10.56,1.0,high
5.04,10.56,1.0,high
5.28,10.56,1.0,high
5.52,10.56,1.0,high
5.76,10.56,1.0,high
6.0,10.56,1.0,high
6.24,10.56,1.0,high
6.48,10.56,1.0,high
6.72,10.56,1.0,high
6.96,10.56,1.0,high
7.2,10.56,1.0,high
7.44,10.56,1.0,high
7.68,10.56,1.0,high
7.92,10.56,1.0,high
8.16,10.56,1.0,high
8.4,10.56,1.0,high
8.64,10.56,1.0,high
8.88,10.56,1.0,high
9.12,10.56,1.0,high
9.36,10.56,1.0,high
9.6,10.56,1.0,high
9.84,10.56,1.0,high
10.08,10.56,1.0,high
10.32,10.56,1.0,high
10.56,10.56,1.0,high
10.8,10.56,1.0,high
11.04,10.56,1.0,high
11.28,10.56,1.0,high
11.52,10.56,1.0,high
11.76,10.56,1.0,high
12.0,10.56,1.0,high
12.24,10.56,1.0,high
12.48,10.56,1.0,high
12.72,10.56,1.0,high
12.96,10.56,1.0,high
13.2,10.56,1.0,high
13.44,10.56,0.9907383298371412,high
13.68,10.56,0.9629861425885644,high
13.92,10.56,1.0,high
14.16,10.56,1.0,high
14.4,10.56,1.0,high
14.64,10.56,1.0,high
14.88,10.56,0.8603851031965675,high
15.12,10.56,0.8489836260119727,high
15.36,10.56,0.8367979518826878,high
15.6,10.56,0.8238679312623685,high
15.84,10.56,0.8102487114613075,high
16.08,10.56,0.7960102928779391,high
16.32,10.56,0.7812363406737779,high
16.56,10.56,0.7660222601332843,high
16.8,10.56,0.7504726045729924,high
17.04,10.56,0.7346979440420138,high
17.28,10.56,0.7188113733310205,high
17.52,10.56,0.7029248718858141,high
17.76,10.56,0.6871457411468074,high
18.0,10.56,0.6715733347877708,high
18.24,10.56,0.6562962659892638,high
18.48,10.56,0.6413902280667834,high
18.72,10.56,0.626916507416451,high
18.96,10.56,0.6129212085354507,high
19.2,10.56,0.5994351568943885,medium
19.44,10.56,0.5864744020608688,medium
19.68,10.56,0.5740412137896147,medium
19.92,10.56,0.43567415249978725,medium
20.16,10.56,0.43609872014586015,medium
20.4,10.56,0.43608583093125325,medium
20.64,10.56,0.43562901823513206,medium
20.88,10.56,0.43472287573998336,medium
21.12,10.56,0.4333629228656197,medium
21.36,10.56,0.4315454968617002,medium
21.6,10.56,0.42926767612197936,medium
21.84,10.56,0.4265272379397375,medium
22.08,10.56,0.3706236868178242,medium
22.32,10.56,0.3701124795124617,medium
22.56,10.56,0.36898907931102487,medium
22.8,10.56,0.3672563378209455,medium
23.04,10.56,0.3649187316890128,medium
23.28,10.56,0.36198244905905047,medium
23.52,10.56,0.3584555011663359,medium
23.76,10.56,0.35434785424916115,medium
24.0,10.56,0.3496715757507613,medium
24.24,10.56,0.34444098764798536,medium
24.48,10.56,0.33867281872348115,medium
24.72,10.56,0.33238634675511197,medium
24.96,10.56,0.3256035209989268,medium
25.2,10.56,0.3183490550645834,medium
25.44,10.56,0.3106504803977975,medium
25.68,10.56,0.3025381511571862,medium
25.92,10.56,0.29404519234867293,low
26.16,10.56,0.285207384678311,low
26.4,10.56,0.27606298168751453,low
26.64,10.56,0.2666524572859811,low
26.88,10.56,0.25701818469629595,low
27.12,10.56,0.2472040509284771,low
27.36,10.56,0.23725501403669916,low
27.6,10.56,0.22721661337646812,low
27.84,10.56,0.2171344456754685,low
28.08,10.56,0.20705362176524955,low
28.32,10.56,0.19701822013635192,low
28.56,10.56,0.1870707539681036,low
28.8,10.56,0.17725166789951338,low
29.04,10.56,0.1675988795704607,low
29.28,10.56,0.15814737895994013,low
29.52,10.56,0.14892889592537886,low
29.76,10.56,0.13997164329173517,low
30.0,10.56,0.13130013956310627,low
30.24,10.56,0.0,low
30.48,10.56,0.0,low
0.0,10.8,0.7652743839242547,high
0.24,10.8,0.912653919202834,high
0.48,10.8,0.9363443963054198,high
0.72,10.8,0.9603478125200464,high
0.96,10.8,0.9846563500568016,high
1.2,10.8,1.0,high
1.44,10.8,1.0,high
1.68,10.8,1.0,high
1.92,10.8,1.0,high
2.16,10.8,1.0,high
2.4,10.8,1.0,high
2.64,10.8,1.0,high
2.88,10.8,1.0,high
3.12,10.8,1.0,high
3.36,10.8,1.0,high
3.6,10.8,1.0,high
3.84,10.8,1.0,high
4.08,10.8,1.0,high
4.32,10.8,1.0,high
4.56,10.8,1.0,high
4.8,10.8,1.0,high
5.04,10.8,1.0,high
5.28,10.8,1.0,high
5.52,10.8,1.0,high
5.76,10.8,1.0,high
6.0,10.8,1.0,high
6.24,10.8,1.0,high
6.48,10.8,1.0,high
6.72,10.8,1.0,high
6.96,10.8,1.0,high
7.2,10.8,1.0,high
7.44,10.8,1.0,high
7.68,10.8,1.0,high
7.92,10.8,1.0,high
8.16,10.8,1.0,high
8.4,10.8,1.0,high
8.64,10.8,1.0,high
8.88,10.8,1.0,high
9.12,10.8,1.0,high
9.36,10.8,1.0,high
9.6,10.8,1.0,high
9.84,10.8,1.0,high
10.08,10.8,1.0,high
10.32,10.8,1.0,high
10.56,10.8,1.0,high
10.8,10.8,1.0,high
11.04,10.8,1.0,high
11.28,10.8,1.0,high
11.52,10.8,1.0,high
11.76,10.8,1.0,high
12.0,10.8,1.0,high
12.24,10.8,1.0,high
12.48,10.8,1.0,high
12.72,10.8,1.0,high
12.96,10.8,1.0,high
13.2,10.8,1.0,high
13.44,10.8,0.9877551467437171,high
13.68,10.8,0.960285874609294,high
13.92,10.8,1.0,high
14.16,10.8,1.0,high
14.4,10.8,1.0,high
14.64,10.8,1.0,high
14.88,10.8,0.8712257188975512,high
15.12,10.8,0.8604242040146507,high
15.36,10.8,0.8488269618561826,high
15.6,10.8,0.8364686839835421,high
15.84,10.8,0.8233997371579167,high
16.08,10.8,0.8096858694432384,high
16.32,10.8,0.7954071547032704,high
16.56,10.8,0.78065617311899,high
16.8,10.8,0.7655354879042804,high
17.04,10.8,0.7501545408055112,high
17.28,10.8,0.7346261430373046,high
17.52,10.8,0.7190627764396653,high
17.76,10.8,0.7035729363137542,high
18.0,10.8,0.6882577402616291,high
18.24,10.8,0.6732079977309477,high
18.48,10.8,0.6585018875116153,high
18.72,10.8,0.64420333217046,high
18.96,10.8,0.6303610973191922,high
19.2,10.8,0.6170085871648855,high
19.44,10.8,0.6041642617925213,high
19.68,10.8,0.591832569535035,medium
19.92,10.8,0.5800052706005328,medium
20.16,10.8,0.4525661726913747,medium
20.4,10.8,0.45276818725273726,medium
20.64,10.8,0.4525061908510649,medium
20.88,10.8,0.4517754808749653,medium
21.12,10.8,0.45057219455788344,medium
21.36,10.8,0.44889317469361417,medium
21.6,10.8,0.44673587104130885,medium
21.84,10.8,0.38946281615004125,medium
22.08,10.8,0.38956750869762435,medium
22.32,10.8,0.38904416832600097,medium
22.56,10.8,0.38789390145980307,medium
22.8,10.8,0.3861191728103627,medium
23.04,10.8,0.38372387317012885,medium
23.28,10.8,0.380713421437604,medium
23.52,10.8,0.3770948973142841,medium
23.76,10.8,0.37287719982712714,medium
24.0,10.8,0.36807122553800237,medium
24.24,10.8,0.36269005903425405,medium
24.48,10.8,0.35674916709800797,medium
24.72,10.8,0.35026658688924744,medium
24.96,10.8,0.34326309762693297,medium
25.2,10.8,0.3357623647020804,medium
25.44,10.8,0.32779104499915335,medium
25.68,10.8,0.319378842524999,medium
25.92,10.8,0.3105585043202879,medium
26.16,10.8,0.3013657481030703,medium
26.4,10.8,0.29183911517650285,low
26.64,10.8,0.28201974478577996,low
26.88,10.8,0.2719510692438504,low
27.12,10.8,0.26167843262038204,low
27.36,10.8,0.2512486394155092,low
27.6,10.8,0.24070944319574922,low
27.84,10.8,0.23010898841314256,low
28.08,10.8,0.21949522132317575,low
28.32,10.8,0.20891528785329733,low
28.56,10.8,0.19841493729279505,low
28.8,10.8,0.1880379506858454,low
29.04,10.8,0.1778256118014218,low
29.28,10.8,0.16781623659702619,low
29.52,10.8,0.15804477433337147,low
29.76,10.8,0.1485424901393167,low
30.0,10.8,0.13933673511401193,low
30.24,10.8,0.13045080624343006,low
30.48,10.8,0.0,low
0.0,11.04,0.7556008778473464,high
0.24,11.04,0.9044475546582065,high
0.48,11.04,0.9282925482542653,high
0.72,11.04,0.9524561854819253,high
